region,universe,decay,neutralization,delay,alpha_expr,sharpe,fitness,turnover,weight_concentration,failure_reason
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 10)",2.33,0.53,0.36,0.91,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 20)",2.44,1.24,0.84,0.97,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",1.2,0.6,0.54,0.08,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 2)",2.43,0.83,0.16,0.15,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",0.76,1.56,0.43,0.99,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 10)",1.59,0.79,0.38,0.87,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",1.6,0.0,0.04,0.4,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 20)",1.24,2.04,0.76,0.49,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",2.3,2.1,0.74,0.91,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",0.31,1.71,0.63,0.85,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,rank(-ts_corr(rank(volume)),1.44,0.84,0.06,0.56,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 5)",1.98,0.18,0.44,0.83,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",1.18,0.18,0.06,0.37,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 20)",1.15,0.95,0.83,0.13,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",2.63,0.63,0.44,0.87,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",1.13,0.13,0.53,0.72,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 8)",1.47,0.07,0.49,0.62,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,zscore(-ts_corr(rank(volume)),0.46,0.66,0.18,0.68,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 5)",2.26,0.06,0.13,0.38,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(zscore(-ts_corr(rank(volume)), 10)",0.41,1.21,0.51,0.5,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",0.57,0.57,0.88,0.81,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 20)",1.47,0.47,0.36,0.27,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 2)",2.58,1.98,0.78,0.69,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",0.51,1.91,0.35,0.1,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",2.27,0.27,0.43,0.08,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 5)",1.34,0.14,0.0,0.38,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 5)",1.52,2.12,0.8,0.86,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 10)",0.11,0.51,0.64,0.25,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 20)",1.85,0.85,0.72,0.29,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 20)",0.57,0.17,0.11,0.16,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",0.95,0.35,0.8,0.53,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 4)",0.12,1.52,0.47,0.37,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 5)",1.6,0.2,0.08,0.98,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 10)",2.53,0.53,0.86,0.69,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 10)",0.44,2.04,0.3,0.5,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 20)",0.62,0.22,0.76,0.63,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 20)",0.57,1.17,0.62,0.63,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 2)",0.98,0.18,0.12,0.59,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 8)",0.94,0.14,0.12,0.83,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(ts_std_dev(returns), 5)",0.91,0.51,0.15,0.35,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 5)",0.98,0.38,0.25,0.65,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(ts_std_dev(returns), 10)",0.65,1.45,0.76,0.63,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 10)",1.12,1.72,0.4,0.37,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 20)",0.47,0.67,0.56,0.51,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(ts_std_dev(returns), 4)",2.09,2.09,0.75,0.95,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(ts_std_dev(returns), 8)",2.44,1.24,0.84,0.74,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,zscore(rank(ts_std_dev(returns),0.34,2.14,0.07,0.5,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(ts_std_dev(returns), 5)",0.63,0.43,0.5,0.22,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(ts_std_dev(returns), 5)",2.01,2.01,0.61,0.36,high_turnover
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(ts_std_dev(returns), 10)",1.53,0.93,0.8,0.98,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(ts_std_dev(returns), 10)",0.29,0.29,0.37,0.55,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(ts_std_dev(returns), 20)",-0.07,1.13,0.27,0.24,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(ts_std_dev(returns), 20)",1.32,0.12,0.26,0.03,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 10)",0.4,1.8,0.81,0.44,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 10)",-0.03,2.17,0.11,0.36,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 20)",0.15,0.95,0.6,0.49,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 2)",1.36,0.36,0.05,0.5,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 4)",1.3,0.5,0.0,0.26,low_fitness
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 8)",0.87,1.07,0.49,0.41,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 5)",0.3,1.9,0.07,0.08,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 10)",0.72,1.12,0.47,0.99,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 20)",-0.18,0.62,0.21,0.47,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 20)",0.92,1.72,0.5,0.65,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 2)",0.49,0.09,0.48,0.98,low_sharpe
CHN,TOP1000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 8)",1.81,1.81,0.84,0.41,high_turnover
CHN,TOP1000,4,SECTOR,1,ts_rank(close,0.78,2.18,0.39,0.35,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(close, 5)",2.34,0.34,0.36,0.73,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(close, 5)",-0.03,1.57,0.66,0.01,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(close, 10)",1.84,0.64,0.33,0.7,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(close, 10)",1.13,1.53,0.01,0.49,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(close, 20)",0.91,1.51,0.33,0.71,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(close, 4)",1.06,1.06,0.43,0.36,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(close-open), 5)",0.96,0.56,0.55,0.89,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(close-open), 5)",0.58,0.38,0.66,0.1,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(close-open), 10)",2.55,0.95,0.39,0.27,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(close-open), 10)",0.81,1.01,0.7,0.05,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(close-open), 20)",0.18,1.58,0.31,0.14,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(close-open), 20)",1.24,0.84,0.03,0.61,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(close-open), 4)",0.77,0.37,0.52,0.64,low_sharpe
CHN,TOP1000,4,SECTOR,1,-ts_corr(rank(volume),-0.19,0.81,0.51,0.29,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(-ts_corr(rank(volume), 5)",0.74,2.14,0.04,0.93,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(-ts_corr(rank(volume), 10)",1.08,0.88,0.18,0.78,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(-ts_corr(rank(volume), 10)",1.83,0.43,0.84,0.41,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(-ts_corr(rank(volume), 20)",0.57,0.97,0.19,0.16,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(-ts_corr(rank(volume), 20)",0.87,1.47,0.83,0.65,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(-ts_corr(rank(volume), 2)",1.12,0.72,0.87,0.31,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(-ts_corr(rank(volume), 4)",0.41,1.81,0.81,0.8,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(-ts_corr(rank(volume), 8)",1.62,0.82,0.0,0.69,low_fitness
CHN,TOP1000,4,SECTOR,1,rank(ts_std_dev(returns,0.65,1.85,0.63,0.4,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 5)",-0.18,0.02,0.81,0.53,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 10)",0.61,0.21,0.71,0.63,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 20)",0.11,1.11,0.08,0.31,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 2)",0.11,0.71,0.55,0.07,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 4)",0.69,0.09,0.42,0.46,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 8)",0.38,1.18,0.38,0.03,low_sharpe
CHN,TOP1000,4,SECTOR,1,rank(ts_rank(close),1.75,0.55,0.02,0.93,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(ts_rank(close), 20)",1.31,1.51,0.85,0.85,high_turnover
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(ts_rank(close), 20)",0.24,0.64,0.27,0.73,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 2)",2.6,0.4,0.01,0.16,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 4)",0.47,0.27,0.13,0.27,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 8)",-0.12,0.08,0.86,0.94,low_sharpe
CHN,TOP1000,4,SECTOR,1,zscore(ts_rank(close),0.76,1.16,0.52,0.05,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(ts_rank(close), 5)",2.64,0.64,0.14,0.57,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(ts_rank(close), 5)",-0.11,1.69,0.09,0.35,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(ts_rank(close), 10)",0.51,0.11,0.44,0.63,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(ts_rank(close), 10)",2.32,0.32,0.66,0.38,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(ts_rank(close), 20)",1.16,0.76,0.36,0.72,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(ts_rank(close), 20)",2.76,0.76,0.5,0.52,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 2)",-0.08,1.72,0.78,0.77,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 4)",0.96,2.16,0.59,0.3,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 8)",0.97,0.17,0.29,0.65,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",2.37,0.77,0.88,0.62,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 10)",0.26,1.66,0.49,0.67,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 10)",2.65,0.65,0.4,0.05,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 20)",2.55,0.35,0.39,0.45,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 20)",2.39,0.39,0.62,0.38,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",0.06,1.26,0.59,0.72,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 4)",0.0,0.8,0.11,0.48,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 8)",1.7,0.3,0.87,0.7,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 5)",0.46,0.26,0.6,0.27,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",0.15,1.35,0.13,0.9,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 10)",1.36,0.16,0.0,0.2,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 10)",1.63,0.63,0.6,0.63,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 20)",0.89,1.29,0.88,0.29,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",0.53,1.53,0.53,0.86,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 4)",0.84,0.04,0.7,0.53,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 8)",0.11,1.51,0.73,0.01,low_sharpe
CHN,TOP1000,4,SECTOR,1,rank(rank(close-open)),2.17,0.37,0.03,0.78,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 5)",2.47,0.67,0.68,0.33,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 10)",0.83,0.03,0.79,0.06,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 10)",2.5,1.5,0.68,0.27,high_turnover
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(close-open)), 20)",2.61,0.81,0.48,0.51,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 20)",2.42,1.22,0.63,0.56,high_turnover
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 4)",2.13,1.13,0.71,0.19,high_turnover
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 8)",2.02,0.62,0.7,0.01,low_fitness
CHN,TOP1000,4,SECTOR,1,zscore(rank(close-open)),1.03,1.23,0.26,0.54,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(rank(close-open)), 5)",1.04,0.24,0.22,0.24,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(rank(close-open)), 5)",0.96,1.16,0.5,0.95,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(rank(close-open)), 10)",2.42,0.62,0.11,0.27,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(rank(close-open)), 10)",1.44,0.04,0.02,0.86,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 2)",-0.16,1.04,0.56,0.17,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 4)",1.02,0.42,0.56,0.07,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(rank(close-open)), 8)",2.42,0.42,0.24,0.03,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(rank(close-open), 10), 5)",2.04,0.24,0.1,0.95,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 5)",1.58,0.98,0.08,0.45,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(rank(close-open), 10), 10)",0.93,0.13,0.67,0.3,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 10)",0.67,0.67,0.89,0.63,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",1.63,0.83,0.81,0.1,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 2)",-0.06,1.74,0.06,0.06,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",1.93,0.53,0.47,0.0,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(rank(close-open), 10), 8)",1.4,0.0,0.05,0.15,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 5)",1.18,0.78,0.11,0.43,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 5)",2.48,0.48,0.12,0.39,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",1.74,1.14,0.83,0.7,high_turnover
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 10)",2.14,0.14,0.76,0.6,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",0.56,1.76,0.45,0.04,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(rank(close-open), 20), 20)",2.04,0.64,0.83,0.77,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",0.45,1.25,0.09,0.21,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",1.09,2.09,0.74,0.95,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",1.04,1.84,0.77,0.48,low_sharpe
CHN,TOP1000,4,SECTOR,1,rank(-ts_corr(rank(volume)),1.8,0.2,0.24,0.23,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 5)",-0.18,0.42,0.38,0.0,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",0.57,2.17,0.19,0.22,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 10)",0.78,1.38,0.01,0.46,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 10)",-0.06,0.54,0.7,0.89,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(-ts_corr(rank(volume)), 20)",2.09,1.29,0.71,0.72,high_turnover
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",2.18,0.78,0.12,0.9,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 2)",0.57,0.77,0.06,0.33,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",1.64,0.64,0.77,0.46,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(-ts_corr(rank(volume)), 8)",2.36,0.76,0.32,0.03,low_fitness
CHN,TOP1000,4,SECTOR,1,zscore(-ts_corr(rank(volume)),1.76,0.16,0.79,0.88,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 10)",0.46,0.06,0.35,0.56,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",1.58,0.98,0.55,0.57,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(zscore(-ts_corr(rank(volume)), 20)",2.3,1.9,0.65,0.02,high_turnover
CHN,TOP1000,4,SECTOR,1,"ts_rank(zscore(-ts_corr(rank(volume)), 20)",1.53,0.13,0.41,0.39,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",0.56,1.76,0.66,0.22,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",-0.02,1.58,0.15,0.95,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 5)",0.14,0.54,0.3,0.25,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 5)",0.44,1.04,0.69,0.15,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 20)",0.88,1.28,0.71,0.65,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",2.35,1.35,0.75,0.15,high_turnover
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 4)",2.51,0.91,0.81,0.74,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 8)",0.87,1.27,0.36,0.06,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 5)",0.15,0.35,0.82,0.37,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 5)",0.8,1.4,0.18,0.94,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 10)",1.59,0.59,0.47,0.81,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 20)",0.19,1.79,0.09,0.55,low_sharpe
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 2)",2.38,0.98,0.49,0.44,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 8)",0.39,2.19,0.38,0.85,low_sharpe
CHN,TOP1000,4,SECTOR,1,rank(rank(ts_std_dev(returns),2.67,0.87,0.28,0.28,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 5)",1.91,0.71,0.51,0.94,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 5)",2.66,0.86,0.83,0.52,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 10)",1.74,0.34,0.87,0.7,low_fitness
CHN,TOP1000,4,SECTOR,1,"ts_rank(rank(rank(ts_std_dev(returns), 10)",0.47,0.07,0.73,0.33,low_sharpe
CHN,TOP1000,4,SECTOR,1,"ts_mean(rank(rank(ts_std_dev(returns), 20)",1.66,0.66,0.35,0.05,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 4)",1.23,0.23,0.89,0.31,low_fitness
CHN,TOP1000,4,SECTOR,1,"decay_linear(rank(rank(ts_std_dev(returns), 8)",1.0,1.6,0.81,0.24,low_sharpe
